sequenceID	fasta_name	Country	collection_date	serotype	old_genotype	genotype	major_lineage	minor_lineage	trimmed_coverage	source
EU081217	EU081217.1|2005	Singapore	2005	DENV3	3III	3III	3III_A	3III_A.1	1	genbank
EU081205	EU081205.1|2005	Singapore	2005	DENV3	3III	3III	3III_A	3III_A.1	1	genbank
EU081206	EU081206.1|2005	Singapore	2005	DENV3	3III	3III	3III_A	3III_A.1	1	genbank
EU081201	EU081201.1|2005	Singapore	2005	DENV3	3III	3III	3III_A	3III_A.1	1	genbank
EU081216	EU081216.1|2005	Singapore	2005	DENV3	3III	3III	3III_A	3III_A.1	1	genbank
EU081183	EU081183.1|2005	Singapore	2005	DENV3	3III	3III	3III_A	3III_A.1	1	genbank
EU081182	EU081182.1|2005	Singapore	2005	DENV3	3III	3III	3III_A	3III_A.1	1	genbank
EU081184	EU081184.1|2005	Singapore	2005	DENV3	3III	3III	3III_A	3III_A.1	1	genbank
EU081190	EU081190.1|2005	Singapore	2005	DENV3	3III	3III	3III_A	3III_A.1	1	genbank
EU081186	EU081186.1|2005	Singapore	2005	DENV3	3III	3III	3III_A	3III_A.1	1	genbank
EU081200	EU081200.1|2005	Singapore	2005	DENV3	3III	3III	3III_A	3III_A.1	1	genbank
EU081224	EU081224.1|2005	Singapore	2005	DENV3	3III	3III	3III_A	3III_A.1	1	genbank
EU081225	EU081225.1|2005	Singapore	2005	DENV3	3III	3III	3III_A	3III_A.1	1	genbank
EU081215	EU081215.1|2005	Singapore	2005	DENV3	3III	3III	3III_A	3III_A.1	1	genbank
EU081195	EU081195.1|2005	Singapore	2005	DENV3	3III	3III	3III_A	3III_A.1	1	genbank
EU081196	EU081196.1|2005	Singapore	2005	DENV3	3III	3III	3III_A	3III_A.1	1	genbank
EU081185	EU081185.1|2005	Singapore	2005	DENV3	3III	3III	3III_A	3III_A.1	1	genbank
EU081203	EU081203.1|2005	Singapore	2005	DENV3	3III	3III	3III_A	3III_A.1	1	genbank
EU081213	EU081213.1|2005	Singapore	2005	DENV3	3III	3III	3III_A	3III_A.1	1	genbank
EU081204	EU081204.1|2005	Singapore	2005	DENV3	3III	3III	3III_A	3III_A.1	1	genbank
EU081209	EU081209.1|2005	Singapore	2005	DENV3	3III	3III	3III_A	3III_A.1	1	genbank
EU081214	EU081214.1|2005	Singapore	2005	DENV3	3III	3III	3III_A	3III_A.1	1	genbank
KU509283	KU509283.1|2006	Sri_Lanka	2006	DENV3	3III	3III	3III_A	3III_A.1	1	genbank
LT996904	LT996904.1|2007	Malaysia	2007	DENV3	3III	3III	3III_A	3III_A.2	1	genbank
LT996911	LT996911.1|2010	Malaysia	2010	DENV3	3III	3III	3III_A	3III_A.2	1	genbank
LT996909	LT996909.1|2010	Malaysia	2010	DENV3	3III	3III	3III_A	3III_A.2	1	genbank
LT996910	LT996910.1|2010	Malaysia	2010	DENV3	3III	3III	3III_A	3III_A.2	1	genbank
LT996906	LT996906.1|2008	Malaysia	2008	DENV3	3III	3III	3III_A	3III_A.2	1	genbank
LT996908	LT996908.1|2010	Malaysia	2010	DENV3	3III	3III	3III_A	3III_A.2	1	genbank
LT996907	LT996907.1|2010	Malaysia	2010	DENV3	3III	3III	3III_A	3III_A.2	1	genbank
LT996905	LT996905.1|2008	Malaysia	2008	DENV3	3III	3III	3III_A	3III_A.2	1	genbank
MH048677	MH048677.1|2014-12	Malaysia	2014-12	DENV3	3III	3III	3III_A	3III_A.2	1	genbank
LT898451	LT898451.1|2011	Malaysia	2011	DENV3	3III	3III	3III_A	3III_A.2	1	genbank
LT898452	LT898452.1|2011	Malaysia	2011	DENV3	3III	3III	3III_A	3III_A.2	1	genbank
MH051733	MH051733.1|2014-12	Malaysia	2014-12	DENV3	3III	3III	3III_A	3III_A.2	0.96	genbank
MH051731	MH051731.1|2014-12	Malaysia	2014-12	DENV3	3III	3III	3III_A	3III_A.2	1	genbank
KJ830751	KJ830751.1|2014-01-26	Saudi_Arabia	26/01/2014	DENV3	3III	3III	3III_A	3III_A.2	1	genbank
GU370053	GU370053.1|2007-05	Singapore	2007-05	DENV3	3III	3III	3III_A	3III_A.2	1	genbank
MG721059	MG721059.2|2016	India	2016	DENV3	3III	3III	3III_A	3III_A.2	1	genbank
OP410993	OP410993.1|2008-09	Singapore	2008-09	DENV3	3III	3III	3III_A	3III_A.2	1	genbank
DQ675533	DQ675533.1|1999	Taiwan	1999	DENV3	3III	3III	3III_A		1	genbank
FJ882573	FJ882573.1|1993	Sri_Lanka	1993	DENV3	3III	3III	3III_A		1	genbank
MW946767	MW946767.1|2006	Thailand	2006	DENV3	3III	3III	3III_B	3III_B.1	1	genbank
MW946815	MW946815.1|2006	Thailand	2006	DENV3	3III	3III	3III_B	3III_B.1	1	genbank
KY586820	KY586820.1|2008	Thailand	2008	DENV3	3III	3III	3III_B	3III_B.1	1	genbank
KY586821	KY586821.1|2010	Thailand	2010	DENV3	3III	3III	3III_B	3III_B.1	1	genbank
KY586822	KY586822.1|2009	Thailand	2009	DENV3	3III	3III	3III_B	3III_B.1	1	genbank
KY586819	KY586819.1|2007	Thailand	2007	DENV3	3III	3III	3III_B	3III_B.1	1	genbank
MW946958	MW946958.1|2002	Thailand	2002	DENV3	3III	3III	3III_B	3III_B.1	1	genbank
MW946612	MW946612.1|2010	Thailand	2010	DENV3	3III	3III	3III_B	3III_B.1	1	genbank
MW946808	MW946808.1|2010	Thailand	2010	DENV3	3III	3III	3III_B	3III_B.1	1	genbank
MW946721	MW946721.1|2011	Thailand	2011	DENV3	3III	3III	3III_B	3III_B.1	1	genbank
ON007080	ON007080.1|2011-08-04	Thailand	04/08/2011	DENV3	3III	3III	3III_B	3III_B.1	0.99	genbank
MW946704	MW946704.1|2013	Thailand	2013	DENV3	3III	3III	3III_B	3III_B.1	1	genbank
MW946659	MW946659.1|2013	Thailand	2013	DENV3	3III	3III	3III_B	3III_B.1	1	genbank
MN448986	MN448986.1|2011-06-14	Thailand	14/06/2011	DENV3	3III	3III	3III_B	3III_B.1	1	genbank
MW946615	MW946615.1|2014	Thailand	2014	DENV3	3III	3III	3III_B	3III_B.1	1	genbank
MW946957	MW946957.1|2013	Thailand	2013	DENV3	3III	3III	3III_B	3III_B.1	1	genbank
MF142763	MF142763.1|2015-09	Thailand	2015-09	DENV3	3III	3III	3III_B	3III_B.1	1	genbank
MN448966	MN448966.1|2012-09-25	Thailand	25/09/2012	DENV3	3III	3III	3III_B	3III_B.1	1	genbank
MN448967	MN448967.1|2012-09-25	Thailand	25/09/2012	DENV3	3III	3III	3III_B	3III_B.1	1	genbank
MN018367	MN018367.1|2015-09-13	China	13/09/2015	DENV3	3III	3III	3III_B	3III_B.1	1	genbank
MN018376	MN018376.1|2015-07-06	China	06/07/2015	DENV3	3III	3III	3III_B	3III_B.1	1	genbank
MN018375	MN018375.1|2015-10-23	China	23/10/2015	DENV3	3III	3III	3III_B	3III_B.1	1	genbank
MN018371	MN018371.1|2015-08-08	China	08/08/2015	DENV3	3III	3III	3III_B	3III_B.1	1	genbank
MN018372	MN018372.1|2016-03-18	China	18/03/2016	DENV3	3III	3III	3III_B	3III_B.1	1	genbank
MN018381	MN018381.1|2016-05-06	China	06/05/2016	DENV3	3III	3III	3III_B	3III_B.1	1	genbank
MN453624	MN453624.1|2016-01-20	Singapore	20/01/2016	DENV3	3III	3III	3III_B	3III_B.1	1	genbank
KY921907	KY921907.1|2015-04	Singapore	2015-04	DENV3	3III	3III	3III_B	3III_B.1	1	genbank
MK894341	MK894341.1|2018-12-30	China	30/12/2018	DENV3	3III	3III	3III_B	3III_B.1	1	genbank
OR029719	OR029719.1|2019-07-27	China	27/07/2019	DENV3	3III	3III	3III_B	3III_B.1	1	genbank
OP410998	OP410998.1|2018-02	Singapore	2018-02	DENV3	3III	3III	3III_B	3III_B.1	1	genbank
MN922036	MN922036.1|2019-07-17	China	17/07/2019	DENV3	3III	3III	3III_B	3III_B.1	1	genbank
MW720888	MW720888.1|2019-09	China	2019-09	DENV3	3III	3III	3III_B	3III_B.1	1	genbank
MW788883	MW788883.1|2017-06	Myanmar	2017-06	DENV3	3III	3III	3III_B	3III_B.1	1	genbank
MW788884	MW788884.1|2017-07	Myanmar	2017-07	DENV3	3III	3III	3III_B	3III_B.1	1	genbank
MW788904	MW788904.1|2018-07	Myanmar	2018-07	DENV3	3III	3III	3III_B	3III_B.1	1	genbank
MW788888	MW788888.1|2017-07	Myanmar	2017-07	DENV3	3III	3III	3III_B	3III_B.1	1	genbank
MW788887	MW788887.1|2017-07	Myanmar	2017-07	DENV3	3III	3III	3III_B	3III_B.1	1	genbank
MW788907	MW788907.1|2018-10	Myanmar	2018-10	DENV3	3III	3III	3III_B	3III_B.1	1	genbank
MW788911	MW788911.1|2018-07	Myanmar	2018-07	DENV3	3III	3III	3III_B	3III_B.1	1	genbank
MW788893	MW788893.1|2019-07	Myanmar	2019-07	DENV3	3III	3III	3III_B	3III_B.1	1	genbank
MW788889	MW788889.1|2018-07	Myanmar	2018-07	DENV3	3III	3III	3III_B	3III_B.1	1	genbank
MW788906	MW788906.1|2018-06	Myanmar	2018-06	DENV3	3III	3III	3III_B	3III_B.1	1	genbank
MW788896	MW788896.1|2019-05	Myanmar	2019-05	DENV3	3III	3III	3III_B	3III_B.1	1	genbank
MW788886	MW788886.1|2017-07	Myanmar	2017-07	DENV3	3III	3III	3III_B	3III_B.1	1	genbank
MW788910	MW788910.1|2018-08	Myanmar	2018-08	DENV3	3III	3III	3III_B	3III_B.1	1	genbank
MW788891	MW788891.1|2019-12	Myanmar	2019-12	DENV3	3III	3III	3III_B	3III_B.1	1	genbank
MW946679	MW946679.1|2014	Thailand	2014	DENV3	3III	3III	3III_B	3III_B.1	1	genbank
MW946693	MW946693.1|2012	Thailand	2012	DENV3	3III	3III	3III_B	3III_B.1	1	genbank
MW946690	MW946690.1|2014	Thailand	2014	DENV3	3III	3III	3III_B	3III_B.1	1	genbank
MW946802	MW946802.1|2014	Thailand	2014	DENV3	3III	3III	3III_B	3III_B.1	1	genbank
MW946775	MW946775.1|2014	Thailand	2014	DENV3	3III	3III	3III_B	3III_B.1	1	genbank
MW946973	MW946973.1|2013	Thailand	2013	DENV3	3III	3III	3III_B	3III_B.1	1	genbank
MW946778	MW946778.1|2013	Thailand	2013	DENV3	3III	3III	3III_B	3III_B.1	1	genbank
MN448992	MN448992.1|2012-10-01	Thailand	01/10/2012	DENV3	3III	3III	3III_B	3III_B.1	1	genbank
MW946763	MW946763.1|2013	Thailand	2013	DENV3	3III	3III	3III_B	3III_B.1	1	genbank
MF370226	MF370226.1|2013-08-20	China	20/08/2013	DENV3	3III	3III	3III_B	3III_B.1	1	genbank
MW946694	MW946694.1|2014	Thailand	2014	DENV3	3III	3III	3III_B	3III_B.1	1	genbank
MW946979	MW946979.1|2014	Thailand	2014	DENV3	3III	3III	3III_B	3III_B.1	1	genbank
MW946798	MW946798.1|2013	Thailand	2013	DENV3	3III	3III	3III_B	3III_B.1	1	genbank
MN018378	MN018378.1|2015-09-30	China	30/09/2015	DENV3	3III	3III	3III_B	3III_B.1	1	genbank
MW946741	MW946741.1|2014	Thailand	2014	DENV3	3III	3III	3III_B	3III_B.1	1	genbank
MW946810	MW946810.1|2012	Thailand	2012	DENV3	3III	3III	3III_B	3III_B.1	1	genbank
MW946841	MW946841.1|2012	Thailand	2012	DENV3	3III	3III	3III_B	3III_B.1	1	genbank
MW946881	MW946881.1|2014	Thailand	2014	DENV3	3III	3III	3III_B	3III_B.1	1	genbank
LC410192	LC410192.1|2016-10	Thailand	2016-10	DENV3	3III	3III	3III_B	3III_B.1	1	genbank
LC410193	LC410193.1|2016-12	Thailand	2016-12	DENV3	3III	3III	3III_B	3III_B.1	1	genbank
LC410195	LC410195.1|2017-01	Thailand	2017-01	DENV3	3III	3III	3III_B	3III_B.1	1	genbank
LC410194	LC410194.1|2016-12	Thailand	2016-12	DENV3	3III	3III	3III_B	3III_B.1	1	genbank
MW946801	MW946801.1|2014	Thailand	2014	DENV3	3III	3III	3III_B	3III_B.1	1	genbank
MW946872	MW946872.1|2014	Thailand	2014	DENV3	3III	3III	3III_B	3III_B.1	1	genbank
MW946891	MW946891.1|2011	Thailand	2011	DENV3	3III	3III	3III_B	3III_B.1	1	genbank
MW946662	MW946662.1|2013	Thailand	2013	DENV3	3III	3III	3III_B	3III_B.1	1	genbank
ON055565	ON055565.1|2010-02-16	Thailand	16/02/2010	DENV3	3III	3III	3III_B	3III_B.1	1	genbank
MW946633	MW946633.1|2013	Thailand	2013	DENV3	3III	3III	3III_B	3III_B.1	1	genbank
MW946800	MW946800.1|2012	Thailand	2012	DENV3	3III	3III	3III_B	3III_B.1	1	genbank
MN448991	MN448991.1|2012-05-11	Thailand	11/05/2012	DENV3	3III	3III	3III_B	3III_B.1	1	genbank
MW946799	MW946799.1|2012	Thailand	2012	DENV3	3III	3III	3III_B	3III_B.1	1	genbank
MW946974	MW946974.1|2011	Thailand	2011	DENV3	3III	3III	3III_B	3III_B.1	1	genbank
MW946839	MW946839.1|2011	Thailand	2011	DENV3	3III	3III	3III_B	3III_B.1	1	genbank
ON055567	ON055567.1|2011-08-25	Thailand	25/08/2011	DENV3	3III	3III	3III_B	3III_B.1	1	genbank
MW946843	MW946843.1|2014	Thailand	2014	DENV3	3III	3III	3III_B	3III_B.1	1	genbank
MW946870	MW946870.1|2014	Thailand	2014	DENV3	3III	3III	3III_B	3III_B.1	1	genbank
MW946711	MW946711.1|2012	Thailand	2012	DENV3	3III	3III	3III_B	3III_B.1	1	genbank
MW946783	MW946783.1|2012	Thailand	2012	DENV3	3III	3III	3III_B	3III_B.1	1	genbank
KU216208	KU216208.1|2013-11-11	India	11/11/2013	DENV3	3III	3III	3III_B	3III_B.1	1	genbank
KU216209	KU216209.1|2013-11-11	India	11/11/2013	DENV3	3III	3III	3III_B	3III_B.1	1	genbank
MG721064	MG721064.1|2016	India	2016	DENV3	3III	3III	3III_B	3III_B.1	0.98	genbank
JQ922557	JQ922557.1|2005	India	2005	DENV3	3III	3III	3III_B	3III_B.1	1	genbank
JQ922556	JQ922556.1|2005	India	2005	DENV3	3III	3III	3III_B	3III_B.1	1	genbank
MW288025	MW288025.1|2018-10	Senegal	2018-10	DENV3	3III	3III	3III_B	3III_B.2	1	genbank
MW288037	MW288037.1|2018-11	Senegal	2018-11	DENV3	3III	3III	3III_B	3III_B.2	1	genbank
MW288028	MW288028.1|2018-10	Senegal	2018-10	DENV3	3III	3III	3III_B	3III_B.2	1	genbank
MW288026	MW288026.1|2018-10	Senegal	2018-10	DENV3	3III	3III	3III_B	3III_B.2	1	genbank
MW288033	MW288033.1|2018-11	Senegal	2018-11	DENV3	3III	3III	3III_B	3III_B.2	1	genbank
MW288038	MW288038.1|2018-11	Senegal	2018-11	DENV3	3III	3III	3III_B	3III_B.2	1	genbank
MW288031	MW288031.1|2018-11	Senegal	2018-11	DENV3	3III	3III	3III_B	3III_B.2	1	genbank
MW288035	MW288035.1|2018-11	Senegal	2018-11	DENV3	3III	3III	3III_B	3III_B.2	1	genbank
MW288040	MW288040.1|2018-11	Senegal	2018-11	DENV3	3III	3III	3III_B	3III_B.2	1	genbank
MW288027	MW288027.1|2018-10	Senegal	2018-10	DENV3	3III	3III	3III_B	3III_B.2	1	genbank
MW288039	MW288039.1|2018-11	Senegal	2018-11	DENV3	3III	3III	3III_B	3III_B.2	1	genbank
MT261973	MT261973.1|2017-11-09	Burkina_Faso	09/11/2017	DENV3	3III	3III	3III_B	3III_B.2	0.99	genbank
MT261974	MT261974.1|2017-11-13	Burkina_Faso	13/11/2017	DENV3	3III	3III	3III_B	3III_B.2	0.98	genbank
MT261978	MT261978.1|2017-10-27	Burkina_Faso	27/10/2017	DENV3	3III	3III	3III_B	3III_B.2	1	genbank
MT261979	MT261979.1|2017-11-02	Burkina_Faso	02/11/2017	DENV3	3III	3III	3III_B	3III_B.2	1	genbank
MN964273	MN964273.1|2019-11-09	China	09/11/2019	DENV3	3III	3III	3III_B	3III_B.2	1	genbank
ON890788	ON890788.1|2019-11-09	Ethiopia	09/11/2019	DENV3	3III	3III	3III_B	3III_B.2	1	genbank
ON908232	ON908232.1|2019-11-09	Ethiopia	09/11/2019	DENV3	3III	3III	3III_B	3III_B.2	1	genbank
MT261972	MT261972.1|2017-10-16	Burkina_Faso	16/10/2017	DENV3	3III	3III	3III_B	3III_B.2	1	genbank
MT261975	MT261975.1|2017-11-17	Burkina_Faso	17/11/2017	DENV3	3III	3III	3III_B	3III_B.2	1	genbank
MT261976	MT261976.1|2017-10-04	Burkina_Faso	04/10/2017	DENV3	3III	3III	3III_B	3III_B.2	1	genbank
MT261977	MT261977.1|2017-10-12	Burkina_Faso	12/10/2017	DENV3	3III	3III	3III_B	3III_B.2	1	genbank
LC379193	LC379193.1|2016-05-15	Gabon	15/05/2016	DENV3	3III	3III	3III_B	3III_B.2	1	genbank
LC379195	LC379195.1|2016-07-14	Gabon	14/07/2016	DENV3	3III	3III	3III_B	3III_B.2	1	genbank
LC379196	LC379196.1|2016-07-22	Gabon	22/07/2016	DENV3	3III	3III	3III_B	3III_B.2	1	genbank
LC379197	LC379197.1|2017-04-15	Gabon	15/04/2017	DENV3	3III	3III	3III_B	3III_B.2	1	genbank
LC379194	LC379194.1|2016-05-20	Gabon	20/05/2016	DENV3	3III	3III	3III_B	3III_B.2	1	genbank
JF504679	JF504679.1|2009-09	China	2009-09	DENV3	3III	3III	3III_B	3III_B.2	1	genbank
JN662391	JN662391.1|2009-08-06	China	06/08/2009	DENV3	3III	3III	3III_B	3III_B.2	1	genbank
GU363549	GU363549.1|2009-08-06	China	06/08/2009	DENV3	3III	3III	3III_B	3III_B.2	1	genbank
OR150112	OR150112.1|2014-09-01	China	01/09/2014	DENV3	3III	3III	3III_B	3III_B.2	0.77	genbank
KU509282	KU509282.1|2009	Senegal	2009	DENV3	3III	3III	3III_B	3III_B.2	1	genbank
MK858150	MK858150.1|2016-08-10	India	10/08/2016	DENV3	3III	3III	3III_B	3III_B.3	1	genbank
MK858152	MK858152.1|2016-08-24	India	24/08/2016	DENV3	3III	3III	3III_B	3III_B.3	1	genbank
ON123659	ON123659.1|2018	India	2018	DENV3	3III	3III	3III_B	3III_B.3	0.99	genbank
ON123665	ON123665.1|2018	India	2018	DENV3	3III	3III	3III_B	3III_B.3	1	genbank
ON123660	ON123660.1|2018	India	2018	DENV3	3III	3III	3III_B	3III_B.3	1	genbank
OK598125	OK598125.1|2019-12-06	Sri_Lanka	06/12/2019	DENV3	3III	3III	3III_B	3III_B.3	0.81	genbank
OQ339138	OQ339138.1|2022	India	2022	DENV3	3III	3III	3III_B	3III_B.3	1	genbank
OQ721955	OQ721955.1|2022	India	2022	DENV3	3III	3III	3III_B	3III_B.3	1	genbank
OQ721956	OQ721956.1|2022	India	2022	DENV3	3III	3III	3III_B	3III_B.3	1	genbank
OQ721957	OQ721957.1|2022	India	2022	DENV3	3III	3III	3III_B	3III_B.3	1	genbank
OQ721958	OQ721958.1|2022	India	2022	DENV3	3III	3III	3III_B	3III_B.3	1	genbank
OQ721963	OQ721963.1|2022	India	2022	DENV3	3III	3III	3III_B	3III_B.3	1	genbank
MG721061	MG721061.2|2016	India	2016	DENV3	3III	3III	3III_B	3III_B.3	1	genbank
MW192821	MW192821.1|2016-08	India	2016-08	DENV3	3III	3III	3III_B	3III_B.3	1	genbank
KF954948	KF954948.1|2013-08-08	China	08/08/2013	DENV3	3III	3III	3III_B	3III_B.3	1	genbank
KF954949	KF954949.1|2013-08-08	China	08/08/2013	DENV3	3III	3III	3III_B	3III_B.3	1	genbank
KF954945	KF954945.1|2013-08-08	China	08/08/2013	DENV3	3III	3III	3III_B	3III_B.3	1	genbank
KF954946	KF954946.1|2013-08-08	China	08/08/2013	DENV3	3III	3III	3III_B	3III_B.3	1	genbank
MN018368	MN018368.1|2013-07-25	China	25/07/2013	DENV3	3III	3III	3III_B	3III_B.3	1	genbank
MN018386	MN018386.1|2013-07-28	China	28/07/2013	DENV3	3III	3III	3III_B	3III_B.3	1	genbank
KF954947	KF954947.1|2013-08-08	China	08/08/2013	DENV3	3III	3III	3III_B	3III_B.3	1	genbank
OP410994	OP410994.1|2013-01	Singapore	2013-01	DENV3	3III	3III	3III_B	3III_B.3	1	genbank
KX380842	KX380842.1|2013	Singapore	2013	DENV3	3III	3III	3III_B	3III_B.3	1	genbank
KX380841	KX380841.1|2012	Singapore	2012	DENV3	3III	3III	3III_B	3III_B.3	1	genbank
MN964274	MN964274.1|2019-11-21	China	21/11/2019	DENV3	3III	3III	3III_B	3III_B.3	1	genbank
OQ948473	OQ948473.1|2019-09	China	2019-09	DENV3	3III	3III	3III_B	3III_B.3	1	genbank
MW720887	MW720887.1|2019-09	China	2019-09	DENV3	3III	3III	3III_B	3III_B.3	1	genbank
MW720883	MW720883.1|2019-09	China	2019-09	DENV3	3III	3III	3III_B	3III_B.3	1	genbank
MW720885	MW720885.1|2019-09	China	2019-09	DENV3	3III	3III	3III_B	3III_B.3	1	genbank
MW720884	MW720884.1|2019-09	China	2019-09	DENV3	3III	3III	3III_B	3III_B.3	1	genbank
MW720886	MW720886.1|2019-09	China	2019-09	DENV3	3III	3III	3III_B	3III_B.3	1	genbank
ON900159	ON900159.1|2019-06-01	China	01/06/2019	DENV3	3III	3III	3III_B	3III_B.3	1	genbank
ON908245	ON908245.1|2019-06-01	China	01/06/2019	DENV3	3III	3III	3III_B	3III_B.3	1	genbank
ON891145	ON891145.1|2019-06-01	China	01/06/2019	DENV3	3III	3III	3III_B	3III_B.3	1	genbank
OQ948474	OQ948474.1|2019-09	China	2019-09	DENV3	3III	3III	3III_B	3III_B.3	1	genbank
MN227698	MN227698.1|2019-07-02	China	02/07/2019	DENV3	3III	3III	3III_B	3III_B.3	1	genbank
MN227701	MN227701.1|2019-07-08	China	08/07/2019	DENV3	3III	3III	3III_B	3III_B.3	1	genbank
MN227699	MN227699.1|2019-06-30	China	30/06/2019	DENV3	3III	3III	3III_B	3III_B.3	1	genbank
MN227702	MN227702.1|2019-06-01	China	01/06/2019	DENV3	3III	3III	3III_B	3III_B.3	1	genbank
MN227697	MN227697.1|2019-05-19	China	19/05/2019	DENV3	3III	3III	3III_B	3III_B.3	1	genbank
MN227703	MN227703.1|2019-07-18	China	18/07/2019	DENV3	3III	3III	3III_B	3III_B.3	1	genbank
ON908233	ON908233.1|2019-05-19	Maldives	19/05/2019	DENV3	3III	3III	3III_B	3III_B.3	1	genbank
ON890789	ON890789.1|2019-05-19	Maldives	19/05/2019	DENV3	3III	3III	3III_B	3III_B.3	1	genbank
ON907582	ON907582.1|2019-07-08	China	08/07/2019	DENV3	3III	3III	3III_B	3III_B.3	1	genbank
ON908234	ON908234.1|2019-07-08	China	08/07/2019	DENV3	3III	3III	3III_B	3III_B.3	1	genbank
OM368353	OM368353.1|2019-05-17	China	17/05/2019	DENV3	3III	3III	3III_B	3III_B.3	1	genbank
ON890819	ON890819.1|2019-07-08	China	08/07/2019	DENV3	3III	3III	3III_B	3III_B.3	1	genbank
MN227700	MN227700.1|2019-07-08	China	08/07/2019	DENV3	3III	3III	3III_B	3III_B.3	1	genbank
OP895929	OP895929.1|2019-12	Maldives	2019-12	DENV3	3III	3III	3III_B	3III_B.3	1	genbank
MK894340	MK894340.1|2018-10-16	China	16/10/2018	DENV3	3III	3III	3III_B	3III_B.3	1	genbank
OP895928	OP895928.1|2019-03	Maldives	2019-03	DENV3	3III	3III	3III_B	3III_B.3	1	genbank
ON123658	ON123658.1|2019	India	2019	DENV3	3III	3III	3III_B	3III_B.3	1	genbank
MK858153	MK858153.1|2016-10-14	India	14/10/2016	DENV3	3III	3III	3III_B	3III_B.3	1	genbank
MK858155	MK858155.1|2017-10-09	India	09/10/2017	DENV3	3III	3III	3III_B	3III_B.3	1	genbank
MN018385	MN018385.1|2016-09-20	China	20/09/2016	DENV3	3III	3III	3III_B	3III_B.3	1	genbank
MZ312921	MZ312921.1|2018-07-09	India	09/07/2018	DENV3	3III	3III	3III_B	3III_B.3	0.97	genbank
MN253124	MN253124.1|2017-08-10	India	10/08/2017	DENV3	3III	3III	3III_B	3III_B.3	1	genbank
MZ857217	MZ857217.1|2016	Saudi_Arabia	2016	DENV3	3III	3III	3III_B	3III_B.3	1	genbank
MK858151	MK858151.2|2016-11-08	India	08/11/2016	DENV3	3III	3III	3III_B	3III_B.3	1	genbank
MK858154	MK858154.1|2017-10-12	India	12/10/2017	DENV3	3III	3III	3III_B	3III_B.3	1	genbank
MH891766	MH891766.1|2017-02-21	India	21/02/2017	DENV3	3III	3III	3III_B	3III_B.3	1	genbank
MN253125	MN253125.1|2017-10-27	India	27/10/2017	DENV3	3III	3III	3III_B	3III_B.3	1	genbank
MN253128	MN253128.2|2018-09-18	India	18/09/2018	DENV3	3III	3III	3III_B	3III_B.3	1	genbank
MN253129	MN253129.1|2018-09-20	India	20/09/2018	DENV3	3III	3III	3III_B	3III_B.3	1	genbank
ON123655	ON123655.1|2020	India	2020	DENV3	3III	3III	3III_B	3III_B.3	1	genbank
ON123670	ON123670.1|2018	India	2018	DENV3	3III	3III	3III_B	3III_B.3	1	genbank
ON109599	ON109599.1|2021	India	2021	DENV3	3III	3III	3III_B	3III_B.3	1	genbank
ON799401	ON799401.1|2018	India	2018	DENV3	3III	3III	3III_B	3III_B.3	1	genbank
OP410997	OP410997.1|2019-01	Singapore	2019-01	DENV3	3III	3III	3III_B	3III_B.3	1	genbank
OP921002	OP921002.1|2022-07-27	India	27/07/2022	DENV3	3III	3III	3III_B	3III_B.3	1	genbank
MN253131	MN253131.1|2018-12-09	India	09/12/2018	DENV3	3III	3III	3III_B	3III_B.3	1	genbank
MN253127	MN253127.2|2018-09-06	India	06/09/2018	DENV3	3III	3III	3III_B	3III_B.3	1	genbank
MN253132	MN253132.2|2018-09-18	India	18/09/2018	DENV3	3III	3III	3III_B	3III_B.3	1	genbank
MN253130	MN253130.1|2018-12-09	India	09/12/2018	DENV3	3III	3III	3III_B	3III_B.3	1	genbank
MN253133	MN253133.1|2018-10-13	India	13/10/2018	DENV3	3III	3III	3III_B	3III_B.3	0.99	genbank
OM638675	OM638675.1|2021-11-29	India	29/11/2021	DENV3	3III	3III	3III_B	3III_B.3	1	genbank
OQ721959	OQ721959.1|2022	India	2022	DENV3	3III	3III	3III_B	3III_B.3	1	genbank
OQ721962	OQ721962.1|2022	India	2022	DENV3	3III	3III	3III_B	3III_B.3	1	genbank
OQ721960	OQ721960.1|2022	India	2022	DENV3	3III	3III	3III_B	3III_B.3	1	genbank
OQ721961	OQ721961.1|2022	India	2022	DENV3	3III	3III	3III_B	3III_B.3	1	genbank
OM865777	OM865777.1|2019-07-29	Bhutan	29/07/2019	DENV3	3III	3III	3III_B	3III_B.3	1	genbank
OM865794	OM865794.1|2019-07-27	Bhutan	27/07/2019	DENV3	3III	3III	3III_B	3III_B.3	1	genbank
OM865779	OM865779.1|2019-07-29	Bhutan	29/07/2019	DENV3	3III	3III	3III_B	3III_B.3	1	genbank
OM865820	OM865820.1|2019-08	Bhutan	2019-08	DENV3	3III	3III	3III_B	3III_B.3	1	genbank
OM865787	OM865787.1|2019-08-06	Bhutan	06/08/2019	DENV3	3III	3III	3III_B	3III_B.3	1	genbank
OM865811	OM865811.1|2019-08-31	Bhutan	31/08/2019	DENV3	3III	3III	3III_B	3III_B.3	1	genbank
OM865791	OM865791.1|2019-08-10	Bhutan	10/08/2019	DENV3	3III	3III	3III_B	3III_B.3	1	genbank
OM865804	OM865804.1|2019-07-28	Bhutan	28/07/2019	DENV3	3III	3III	3III_B	3III_B.3	1	genbank
OM865818	OM865818.1|2019-08	Bhutan	2019-08	DENV3	3III	3III	3III_B	3III_B.3	1	genbank
